,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time
AU_086266,Australia,086266,FERNY CREEK,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_086266_999999998747801.txt,-37.8748,145.3496,512.9m,38830,0.92,1min,mm,NA,-999.0,0.2, Changed CET,512.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_086266.txt,21,mm,AU_086266,2011031612,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2011-03-16 02:00:00+00:00
AU_085313,Australia,085313,NILMA NORTH (WARRAGUL),B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_085313_999999998747801.txt,-38.1322,145.9867,134.1m,14088,0.43,1min,mm,NA,-999.0,0.2, Changed CET,134.1,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_085313.txt,21,mm,AU_085313,2014011010,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2014-01-10 00:00:00+00:00
AU_071032,Australia,071032,THREDBO AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_071032_999999998747787.txt,-36.4917,148.2859,1957.0m,41031,10.29,1min,mm,NA,-999.0,0.2, Changed CET,1957.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_071032.txt,21,mm,AU_071032,2010121419,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-12-14 09:00:00+00:00
AU_061287,Australia,061287,MERRIWA (ROSCOMMON),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_061287_999999998747787.txt,-32.1852,150.1737,375.0m,36856,9.72,1min,mm,NA,-999.0,0.2, Changed CET,375.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_061287.txt,21,mm,AU_061287,2011060618,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-06-06 08:00:00+00:00
AU_029167,Australia,029167,CENTURY MINE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_029167_999999998747784.txt,-18.7569,138.7056,126.8m,37482,3.0,1min,mm,NA,-999.0,0.2, Changed CET,126.8,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_029167.txt,21,mm,AU_029167,2011051116,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-05-11 06:00:00+00:00
AU_004106,Australia,004106,MARBLE BAR,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_004106_999999998747814.txt,-21.1756,119.7497,182.3m,42165,3.82,1min,mm,NA,-999.0,0.2, Changed CET,182.3,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_004106.txt,21,mm,AU_004106,2010102814,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2010-10-28 06:00:00+00:00
AU_076031,Australia,076031,MILDURA AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_076031_999999998747801.txt,-34.2358,142.0867,50.0m,114452,5.91,1min,mm,NA,-999.0,0.2, Changed CET,50.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_076031.txt,21,mm,AU_076031,2002073014,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2002-07-30 04:00:00+00:00
AU_026095,Australia,026095,CAPE JAFFA (THE LIMESTONE),B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_026095_999999998747816.txt,-36.9655,139.7164,17.0m,37024,1.04,1min,mm,NA,-999.0,0.2, Changed CET,17.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_026095.txt,21,mm,AU_026095,2011053019,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2011-05-30 09:30:00+00:00
AU_066161,Australia,066161,HOLSWORTHY AERODROME AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066161_999999998747787.txt,-33.9925,150.9489,68.2m,26015,4.51,1min,mm,NA,-999.0,0.2, Changed CET,68.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066161.txt,21,mm,AU_066161,2012083111,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2012-08-31 01:00:00+00:00
AU_061392,Australia,061392,MURRURUNDI GAP AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_061392_999999998747787.txt,-31.7416,150.7937,729.4m,42377,6.95,1min,mm,NA,-999.0,0.2, Changed CET,729.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_061392.txt,21,mm,AU_061392,2010101917,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-10-19 07:00:00+00:00
AU_067119,Australia,067119,HORSLEY PARK EQUESTRIAN CENTRE AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_067119_999999998747787.txt,-33.8511,150.8567,100.0m,146465,36.04,1min,mm,NA,-999.0,0.2, Changed CET,100.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_067119.txt,21,mm,AU_067119,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00
AU_058198,Australia,058198,BALLINA AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_058198_999999998747787.txt,-28.8353,153.5585,1.3m,46130,8.01,1min,mm,NA,-999.0,0.2, Changed CET,1.3,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_058198.txt,21,mm,AU_058198,2010051608,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-05-15 22:00:00+00:00
AU_071075,Australia,071075,PERISHER VALLEY AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_071075_999999998747787.txt,-36.4069,148.4055,1738.0m,45910,4.65,1min,mm,NA,-999.0,0.2, Changed CET,1738.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_071075.txt,21,mm,AU_071075,2010052512,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-05-25 02:00:00+00:00
AU_082139,Australia,082139,HUNTERS HILL,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_082139_999999998747801.txt,-36.2136,147.5394,981.0m,45019,4.22,1min,mm,NA,-999.0,0.2, Changed CET,981.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_082139.txt,21,mm,AU_082139,2010070115,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2010-07-01 05:00:00+00:00
AU_056243,Australia,056243,GLEN INNES AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_056243_999999998747787.txt,-29.678,151.694,1044.3m,41008,9.73,1min,mm,NA,-999.0,0.2, Changed CET,1044.3,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_056243.txt,21,mm,AU_056243,2010121518,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-12-15 08:00:00+00:00
AU_015590,Australia,015590,ALICE SPRINGS AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_015590_999999998747949.txt,-23.7951,133.889,546.0m,108380,8.35,1min,mm,NA,-999.0,0.2, Changed CET,546.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_015590.txt,21,mm,AU_015590,2003040916,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2003-04-09 06:30:00+00:00
AU_045025,Australia,045025,THARGOMINDAH AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_045025_999999998747784.txt,-27.9867,143.815,130.9m,33957,5.93,1min,mm,NA,-999.0,0.2, Changed CET,130.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_045025.txt,21,mm,AU_045025,2011100513,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-10-05 03:00:00+00:00
AU_009961,Australia,009961,HOPETOUN NORTH,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009961_999999998747814.txt,-33.9306,120.1283,26.0m,47875,0.4,1min,mm,NA,-999.0,0.2, Changed CET,26.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009961.txt,21,mm,AU_009961,2010030416,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2010-03-04 08:00:00+00:00
AU_005007,Australia,005007,LEARMONTH AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_005007_999999998747814.txt,-22.2406,114.0967,5.0m,112388,3.7,1min,mm,NA,-999.0,0.2, Changed CET,5.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_005007.txt,21,mm,AU_005007,2002102415,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2002-10-24 07:00:00+00:00
AU_059040,Australia,059040,COFFS HARBOUR MO,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_059040_999999998747787.txt,-30.3107,153.1187,5.0m,104200,30.33,1min,mm,NA,-999.0,0.2, Changed CET,5.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_059040.txt,21,mm,AU_059040,2003093018,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2003-09-30 08:00:00+00:00
AU_014041,Australia,014041,MIDDLE POINT,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_014041_999999998747949.txt,-12.605,131.2988,14.1m,49723,0.9,1min,mm,NA,-999.0,0.2, Changed CET,14.1,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_014041.txt,21,mm,AU_014041,2009121717,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2009-12-17 07:30:00+00:00
AU_079101,Australia,079101,PYRENEES (BEN NEVIS),B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_079101_999999998747801.txt,-37.2281,143.2006,875.0m,61723,8.5,1min,mm,NA,-999.0,0.2, Changed CET,875.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_079101.txt,21,mm,AU_079101,2008080415,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2008-08-04 05:00:00+00:00
AU_009037,Australia,009037,BADGINGARRA RESEARCH STN,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009037_999999998747814.txt,-30.3381,115.5394,275.0m,46215,3.15,1min,mm,NA,-999.0,0.2, Changed CET,275.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009037.txt,21,mm,AU_009037,2010051220,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2010-05-12 12:00:00+00:00
AU_001007,Australia,001007,TROUGHTON ISLAND,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_001007_999999998747814.txt,-13.7542,126.1485,6.0m,20011,38.2,1min,mm,NA,-999.0,0.2, Changed CET,6.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_001007.txt,21,mm,AU_001007,2013050816,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2013-05-08 08:00:00+00:00
AU_023090,Australia,023090,ADELAIDE (KENT TOWN),B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_023090_999999998747816.txt,-34.9211,138.6216,48.0m,120287,4.47,1min,mm,NA,-999.0,0.2, Changed CET,48.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_023090.txt,21,mm,AU_023090,2001112912,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2001-11-29 02:30:00+00:00
AU_016098,Australia,016098,TARCOOLA AERO,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_016098_999999998747816.txt,-30.7051,134.5786,123.0m,38969,7.49,1min,mm,NA,-999.0,0.2, Changed CET,123.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_016098.txt,21,mm,AU_016098,2011031018,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2011-03-10 08:30:00+00:00
AU_003080,Australia,003080,CURTIN AERO,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_003080_999999998747814.txt,-17.5769,123.8297,77.5m,41898,11.96,1min,mm,NA,-999.0,0.2, Changed CET,77.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_003080.txt,21,mm,AU_003080,2010110817,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2010-11-08 09:00:00+00:00
AU_030161,Australia,030161,RICHMOND AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_030161_999999998747784.txt,-20.7017,143.1167,206.3m,33451,4.04,1min,mm,NA,-999.0,0.2, Changed CET,206.3,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_030161.txt,21,mm,AU_030161,2011102615,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-10-26 05:00:00+00:00
AU_013017,Australia,013017,GILES METEOROLOGICAL OFFICE,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_013017_999999998747814.txt,-25.0341,128.301,598.0m,107533,19.22,1min,mm,NA,-999.0,0.2, Changed CET,598.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_013017.txt,21,mm,AU_013017,2003051422,2015082010,CET,1hr,0 days 09:30:00,Australia/South,2015-08-20 00:30:00+00:00,2003-05-14 12:30:00+00:00
AU_061055,Australia,061055,NEWCASTLE NOBBYS SIGNAL STATION AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_061055_999999998747787.txt,-32.9184,151.7985,33.0m,96946,29.45,1min,mm,NA,-999.0,0.2, Changed CET,33.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_061055.txt,21,mm,AU_061055,2004072900,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2004-07-28 14:00:00+00:00
AU_069137,Australia,069137,GREEN CAPE AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_069137_999999998747787.txt,-37.2622,150.0504,19.4m,34623,6.36,1min,mm,NA,-999.0,0.2, Changed CET,19.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_069137.txt,21,mm,AU_069137,2011090719,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-09-07 09:00:00+00:00
AU_009021,Australia,009021,PERTH AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009021_999999998747814.txt,-31.9275,115.9764,15.4m,161170,6.61,1min,mm,NA,-999.0,0.2, Changed CET,15.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009021.txt,21,mm,AU_009021,1997040101,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,1997-03-31 17:00:00+00:00
AU_029039,Australia,029039,MORNINGTON ISLAND,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_029039_999999998747784.txt,-16.664,139.1837,8.5m,86323,13.64,1min,mm,NA,-999.0,0.2, Changed CET,8.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_029039.txt,21,mm,AU_029039,2003121713,2013102207,CET,1hr,0 days 10:00:00,Australia/Brisbane,2013-10-21 21:00:00+00:00,2003-12-17 03:00:00+00:00
AU_084084,Australia,084084,MALLACOOTA,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_084084_999999998747801.txt,-37.5976,149.7289,22.0m,44415,8.73,1min,mm,NA,-999.0,0.2, Changed CET,22.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_084084.txt,21,mm,AU_084084,2010072619,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2010-07-26 09:00:00+00:00
AU_037039,Australia,037039,WINTON AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_037039_999999998747784.txt,-22.3617,143.0836,192.2m,32948,2.92,1min,mm,NA,-999.0,0.2, Changed CET,192.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_037039.txt,21,mm,AU_037039,2011111614,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2011-11-16 04:00:00+00:00
AU_014723,Australia,014723,BORROLOOLA AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_NT.zip/HD01D_Data_014723_999999998747949.txt,-16.0755,136.3041,16.1m,41685,17.69,1min,mm,NA,-999.0,0.2, Changed CET,16.1,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_014723.txt,21,mm,AU_014723,2010111715,2015082011,CET,1hr,0 days 09:30:00,Australia/Darwin,2015-08-20 01:30:00+00:00,2010-11-17 05:30:00+00:00
AU_029127,Australia,029127,MOUNT ISA AERO,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_029127_999999998747784.txt,-20.6778,139.4875,340.3m,102309,11.64,1min,mm,NA,-999.0,0.2, Changed CET,340.3,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_029127.txt,21,mm,AU_029127,2003121813,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2003-12-18 03:00:00+00:00
AU_041529,Australia,041529,TOOWOOMBA AIRPORT,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_041529_999999998747784.txt,-27.5425,151.9134,640.9m,53800,9.14,1min,mm,NA,-999.0,0.2, Changed CET,640.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_041529.txt,21,mm,AU_041529,2009063018,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2009-06-30 08:00:00+00:00
AU_024584,Australia,024584,MURRAY BRIDGE (PALLAMANA AERODROME),B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_024584_999999998747816.txt,-35.065,139.2273,45.0m,36164,2.42,1min,mm,NA,-999.0,0.2, Changed CET,45.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_024584.txt,21,mm,AU_024584,2011070515,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2011-07-05 05:30:00+00:00
AU_033045,Australia,033045,MACKAY AERO,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_033045_999999998747784.txt,-21.1706,149.1794,4.7m,92879,14.25,1min,mm,NA,-999.0,0.2, Changed CET,4.7,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_033045.txt,21,mm,AU_033045,2005011411,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2005-01-14 01:00:00+00:00
AU_040068,Australia,040068,DOUBLE ISLAND POINT LIGHTHOUSE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040068_999999998747784.txt,-25.9319,153.1906,95.6m,94127,10.2,1min,mm,NA,-999.0,0.2, Changed CET,95.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040068.txt,21,mm,AU_040068,2004112311,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2004-11-23 01:00:00+00:00
AU_063291,Australia,063291,BATHURST AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_063291_999999998747787.txt,-33.4119,149.654,744.5m,34077,10.96,1min,mm,NA,-999.0,0.2, Changed CET,744.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_063291.txt,21,mm,AU_063291,2011093013,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-09-30 03:00:00+00:00
AU_040555,Australia,040555,TOOLARA (KELLY),B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_040555_999999998747784.txt,-25.9713,152.8609,143.0m,89521,14.68,1min,mm,NA,-999.0,0.2, Changed CET,143.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_040555.txt,21,mm,AU_040555,2004110213,2015011913,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-19 03:00:00+00:00,2004-11-02 03:00:00+00:00
AU_068151,Australia,068151,JERVIS BAY (POINT PERPENDICULAR AWS),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068151_999999998747787.txt,-35.0936,150.8049,85.0m,32423,10.04,1min,mm,NA,-999.0,0.2, Changed CET,85.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068151.txt,21,mm,AU_068151,2011120811,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-12-08 01:00:00+00:00
AU_084144,Australia,084144,MOUNT NOWA NOWA,B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_084144_999999998747801.txt,-37.6924,148.0908,350.0m,44369,1.33,1min,mm,NA,-999.0,0.2, Changed CET,350.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_084144.txt,21,mm,AU_084144,2010072817,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2010-07-28 07:00:00+00:00
AU_016097,Australia,016097,ERNABELLA (PUKATJA),B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_016097_999999998747816.txt,-26.2635,132.1771,703.2m,39353,8.4,1min,mm,NA,-999.0,0.2, Changed CET,703.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_016097.txt,21,mm,AU_016097,2011022218,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2011-02-22 08:30:00+00:00
AU_009573,Australia,009573,MANJIMUP,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009573_999999998747814.txt,-34.2508,116.145,286.7m,33263,12.14,1min,mm,NA,-999.0,0.2, Changed CET,286.7,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009573.txt,21,mm,AU_009573,2011110312,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2011-11-03 04:00:00+00:00
AU_009215,Australia,009215,SWANBOURNE,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009215_999999998747814.txt,-31.9558,115.7619,41.0m,177802,8.22,1min,mm,NA,-999.0,0.2, Changed CET,41.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009215.txt,21,mm,AU_009215,1995050901,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,1995-05-08 17:00:00+00:00
AU_052088,Australia,052088,WALGETT AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_052088_999999998747787.txt,-30.0372,148.1223,133.0m,32921,7.53,1min,mm,NA,-999.0,0.2, Changed CET,133.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_052088.txt,21,mm,AU_052088,2011111717,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-11-17 07:00:00+00:00
AU_009965,Australia,009965,BUNBURY,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_009965_999999998747814.txt,-33.3567,115.6447,5.2m,34793,2.96,1min,mm,NA,-999.0,0.2, Changed CET,5.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_009965.txt,21,mm,AU_009965,2011083118,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2011-08-31 10:00:00+00:00
AU_023373,Australia,023373,NURIOOTPA VITICULTURAL,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_023373_999999998747816.txt,-34.4761,139.0056,275.0m,41658,3.46,1min,mm,NA,-999.0,0.2, Changed CET,275.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_023373.txt,21,mm,AU_023373,2010111817,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2010-11-18 07:30:00+00:00
AU_041175,Australia,041175,APPLETHORPE,B:/INTENSE data/Original data/Australia/AWS 1min_QLD.zip/HD01D_Data_041175_999999998747784.txt,-28.6217,151.9533,871.6m,46191,0.44,1min,mm,NA,-999.0,0.2, Changed CET,871.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_041175.txt,21,mm,AU_041175,2010051319,2015082009,CET,1hr,0 days 10:00:00,Australia/Brisbane,2015-08-19 23:00:00+00:00,2010-05-13 09:00:00+00:00
AU_008297,Australia,008297,DALWALLINU,B:/INTENSE data/Original data/Australia/AWS 1min_WA.zip/HD01D_Data_008297_999999998747814.txt,-30.2761,116.6714,324.5m,39670,20.23,1min,mm,NA,-999.0,0.2, Changed CET,324.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_008297.txt,21,mm,AU_008297,2011020913,2015082010,CET,1hr,0 days 08:00:00,Australia/Perth,2015-08-20 02:00:00+00:00,2011-02-09 05:00:00+00:00
AU_021131,Australia,021131,CLARE HIGH SCHOOL,B:/INTENSE data/Original data/Australia/AWS 1min_TAS-ANT.zip/HD01D_Data_021131_999999998747816.txt,-33.8226,138.5933,395.0m,42503,3.25,1min,mm,NA,-999.0,0.2, Changed CET,395.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_021131.txt,21,mm,AU_021131,2010101412,2015082010,CET,1hr,0 days 09:30:00,Australia/Adelaide,2015-08-20 00:30:00+00:00,2010-10-14 02:30:00+00:00
AU_090171,Australia,090171,PORTLAND (CASHMORE AIRPORT),B:/INTENSE data/Original data/Australia/AWS 1min_VIC.zip/HD01D_Data_090171_999999998747801.txt,-38.3148,141.4705,80.9m,54958,6.72,1min,mm,NA,-999.0,0.2, Changed CET,80.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_090171.txt,21,mm,AU_090171,2009051312,2015082009,CET,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-19 23:00:00+00:00,2009-05-13 02:00:00+00:00
